SN2006kf 0.021300 55.460333 8.156944
filter H
54037.81 16.522 0.052
54037.82 16.566 0.062
54041.72 16.701 0.060
54041.73 16.787 0.067
54043.68 16.913 0.087
54043.69 16.729 0.067
54045.74 16.907 0.107
54045.76 16.866 0.111
54047.75 16.938 0.097
54053.73 17.093 0.080
54053.74 17.104 0.092
54057.71 16.899 0.079
54057.72 16.761 0.079
54070.73 17.404 0.106
54074.72 17.446 0.103
54074.73 17.740 0.158
54078.67 17.765 0.127
54078.69 17.756 0.187
