SN2008bc 0.015100 144.630125 -63.973778
filter H
54544.76 15.866 0.023
54559.63 16.444 0.040
54559.64 16.424 0.041
54581.65 15.986 0.036
54585.59 16.195 0.036
54585.60 16.228 0.040
54590.62 16.386 0.052
54590.63 16.341 0.042
54543.74 15.800 0.058
54543.75 15.767 0.058
54548.73 15.854 0.058
54548.73 15.858 0.058
54553.66 16.057 0.058
54553.66 16.026 0.059
54554.70 16.109 0.058
54554.71 16.115 0.058
54607.59 17.211 0.060
54607.60 17.179 0.060
